0.0792 105.0000 0.0508 105.0000 0.1300 105.0000 0.8715 15.0000 0.9738 15.0000 0.7925
0.1903 120.0000 0.0942 120.0000 0.1528 120.0000 0.6953 16.0000 0.9127 16.0000 0.7130
0.2023 120.0000 0.1308 120.0000 0.1983 120.0000 0.5543 16.0000 0.8510 16.0000 0.7391
0.3609 120.0000 0.0750 120.0000 0.3167 120.0000 0.4639 16.0000 0.7973 16.0000 0.3005
0.1931 120.0000 0.1748 120.0000 0.2545 120.0000 0.5016 16.0000 0.8562 16.0000 0.8715
0.1646 120.0000 0.1434 120.0000 0.1858 120.0000 0.6118 16.0000 0.8736 16.0000 0.8963
0.1920 190.0000 0.1278 190.0000 0.1730 190.0000 0.5432 20.0000 0.8253 20.0000 0.7888
0.1739 136.0000 0.1258 136.0000 0.1761 136.0000 0.6156 17.0000 0.8591 17.0000 0.8067
0.1487 153.0000 0.1411 153.0000 0.1915 153.0000 0.5878 18.0000 0.8657 18.0000 0.9312
0.2510 153.0000 0.0843 153.0000 0.1695 153.0000 0.6322 18.0000 0.9050 18.0000 4.8842
0.1249 55.0000 0.0841 55.0000 0.1155 55.0000 0.8627 11.0000 0.9570 11.0000 0.8146
0.1215 55.0000 0.0802 55.0000 0.1119 55.0000 0.8574 11.0000 0.9612 11.0000 0.8477
0.1230 55.0000 0.0741 55.0000 0.1035 55.0000 0.8258 11.0000 0.9552 11.0000 0.8188
0.1560 194.0000 0.1098 194.0000 0.1590 194.0000 0.6443 28.0000 0.8672 28.0000 0.8246
0.1059 91.0000 0.0645 91.0000 0.1113 91.0000 0.7802 14.0000 0.9401 14.0000 0.8319
0.1543 182.0000 0.0880 182.0000 0.1496 182.0000 0.5595 28.0000 0.8390 28.0000 0.7697
0.3403 109.0000 0.0676 109.0000 0.1529 109.0000 0.7722 15.0000 0.9323 15.0000 0.4692
0.2379 552.0000 0.1043 552.0000 0.2282 552.0000 0.7493 48.0000 0.9124 48.0000 0.5964
0.1976 2630.0000 0.1052 2630.0000 0.1854 2630.0000 0.6640 334.0000 0.8879 334.0000 0.9832
